0	710	0	3	1	0
0	710	0	3	1	1
1	710	0	3	1	3
1	710	0	3	0	0
1	781	1	3	0	2
1	781	1	3	1	1
1	710	0	3	1	0
1	710	0	3	1	0
1	710	0	3	1	0
1	710	0	3	0	5
1	710	0	3	0	0
0	710	0	3	0	2
1	710	0	3	0	0
1	710	0	3	0	2
1	710	0	3	0	2
1	710	0	3	0	2
1	710	0	3	0	0
0	710	0	3	1	0
1	710	0	3	0	2
0	781	1	3	0	0
0	781	1	3	1	2
1	710	0	3	0	0
0	852	1	3	1	0
1	852	1	3	0	0
1	710	0	3	0	0
1	710	0	3	0	3
1	710	0	3	0	0
0	710	0	3	0	0
0	781	2	3	0	0
0	781	2	3	0	0
0	781	2	3	1	0
0	710	0	3	1	0
1	710	0	3	0	0
0	710	0	3	1	0
0	710	0	3	1	2
1	710	0	3	0	0
0	781	1	3	1	0
0	781	1	3	1	0
0	781	0	3	1	0
1	710	0	3	0	1
1	710	0	3	0	2
0	710	0	3	1	1
0	781	2	3	1	0
0	781	2	3	0	2
0	781	2	3	1	1
1	710	0	3	0	3
1	710	0	3	0	0
1	710	0	3	0	0
1	710	0	3	1	0
1	710	0	3	0	0
0	781	1	3	0	1
0	781	1	3	1	1
1	710	0	3	1	2
1	710	0	3	0	2
0	710	0	3	1	1
0	710	0	3	1	2
1	710	0	3	0	2
1	710	0	3	0	4
0	710	0	3	0	3
1	710	0	3	0	2
1	710	0	3	0	2
0	710	0	3	1	2
1	710	0	3	0	6
1	781	1	3	0	0
1	710	0	3	0	0
0	781	1	3	1	0
1	710	0	3	0	0
1	710	0	3	0	0
1	710	0	3	0	0
1	710	0	3	0	2
1	710	0	3	1	0
0	710	0	3	1	0
0	710	0	3	1	0
0	710	0	3	1	2
0	710	0	3	0	0
0	710	0	3	1	0
0	710	1	3	0	0
1	852	0	3	0	2
1	710	1	3	0	4
1	710	0	3	0	0
1	710	0	3	1	3
1	710	0	3	0	2
0	710	0	3	0	3
1	710	0	3	0	2
1	710	0	3	1	2
1	710	0	3	1	2
1	710	0	3	0	2
1	710	0	3	0	1
0	710	0	3	1	3
1	710	0	3	1	0
1	852	4	3	0	0
1	852	4	3	0	0
1	852	4	3	1	0
1	852	4	3	1	0
1	852	4	3	1	2
1	923	5	3	0	0
1	923	5	3	0	0
1	923	5	3	0	0
1	923	5	3	0	1
1	923	5	3	0	1
1	923	5	3	1	4
1	710	0	3	0	2
1	781	0	3	0	1
1	710	0	3	0	0
1	710	0	3	0	3
1	781	2	3	0	0
1	781	2	3	1	0
1	781	2	3	1	2
1	710	0	3	0	0
1	710	0	3	0	0
1	710	0	3	0	0
1	710	0	3	0	2
1	710	0	3	0	2
1	710	0	3	0	2
0	710	1	3	0	2
0	852	2	3	0	0
0	852	2	3	1	0
0	852	2	3	1	0
1	710	0	3	1	0
1	710	0	3	0	2
1	710	0	3	1	2
1	710	0	3	0	1
1	710	0	3	0	0
1	710	1	3	0	2
1	710	0	3	1	1
0	710	0	3	0	3
1	710	0	3	0	0
1	710	0	3	0	1
1	710	0	3	0	2
1	710	0	3	0	0
1	710	0	3	1	0
1	710	0	3	0	0
1	710	0	3	0	0
1	710	0	3	0	3
1	710	0	3	0	2
1	852	5	3	0	1
1	852	5	3	0	0
1	852	5	3	0	0
1	852	5	3	0	0
1	852	5	3	0	0
1	852	5	3	1	3
1	923	0	3	1	2
1	710	0	3	0	3
0	710	0	3	1	0
1	781	0	3	0	0
1	781	0	3	1	0
1	781	1	3	0	5
1	781	1	3	1	4
1	710	0	3	0	0
1	710	0	3	0	0
1	852	2	3	1	0
1	852	2	3	0	1
1	852	2	3	1	4
0	710	0	3	1	0
1	710	0	3	0	5
1	710	0	3	0	1
0	710	0	3	0	0
1	852	0	3	0	0
1	710	0	3	0	0
1	710	0	3	0	2
1	710	0	3	0	0
1	710	0	3	0	0
1	710	0	3	0	0
1	710	0	3	0	3
1	1136	10	3	0	0
1	1136	10	3	0	1
1	1136	10	3	1	0
1	1136	10	3	1	0
1	1136	10	3	1	0
1	1136	10	3	1	0
1	1136	10	3	0	0
1	1136	10	3	0	0
1	1136	10	3	0	0
1	1136	10	3	0	0
1	1136	10	3	1	0
1	710	0	3	0	2
0	710	0	3	1	2
1	710	0	3	0	3
1	852	2	3	0	0
1	852	2	3	0	0
1	852	2	3	0	0
0	781	2	3	1	0
0	781	2	3	1	2
0	781	2	3	1	0
0	710	0	3	0	2
1	710	0	3	0	2
1	710	0	3	0	2
1	710	0	3	0	0
1	710	0	3	0	0
1	710	0	3	0	0
0	710	0	3	0	2
1	781	0	3	0	0
0	710	0	3	1	0
1	710	0	3	0	0
1	710	0	3	0	0
1	710	0	3	0	2
1	710	0	3	0	0
1	710	0	3	0	4
1	710	0	3	0	2
0	710	0	3	1	1
1	852	5	3	0	0
1	852	5	3	0	1
1	852	5	3	1	0
1	852	5	3	1	0
1	852	5	3	0	4
1	852	5	3	1	4
1	710	0	3	0	0
1	710	0	3	0	0
1	710	0	3	0	0
1	710	0	3	0	0
0	710	0	3	1	0
1	710	0	3	0	1
1	710	0	3	0	3
1	710	0	3	0	0
1	710	0	3	0	3
1	710	0	3	0	0
1	710	0	3	0	3
0	710	0	3	1	2
1	710	0	3	0	2
1	710	0	3	0	6
1	710	0	3	0	1
1	710	0	3	1	2
0	710	0	3	0	3
1	710	0	3	0	2
1	781	1	3	1	0
1	781	2	3	1	2
0	710	0	3	0	1
0	710	0	3	0	4
1	710	0	3	0	2
1	710	0	3	0	7
0	710	0	3	0	1
1	710	0	3	0	2
0	710	0	3	0	2
1	710	0	3	0	3
0	710	1	3	0	0
1	710	1	3	0	0
1	710	0	3	0	0
1	710	0	3	0	0
0	710	2	3	1	1
1	710	0	3	0	0
1	781	1	3	0	0
0	781	1	3	1	0
1	710	0	3	0	3
1	710	0	3	0	0
1	710	0	3	0	0
1	710	0	3	0	3
1	710	0	3	0	4
1	710	0	3	0	0
0	710	0	3	0	2
1	710	0	3	0	0
0	781	2	3	0	0
0	781	2	3	1	0
0	781	2	3	1	2
1	710	0	3	0	3
0	710	0	3	1	1
0	710	0	3	1	6
1	781	2	3	0	0
1	781	2	3	0	1
1	781	2	3	0	4
1	852	2	3	1	1
1	852	2	3	0	3
1	852	2	3	1	3
1	710	0	3	0	0
1	710	0	3	0	3
1	710	0	3	0	2
1	710	0	3	0	2
1	710	0	3	0	4
1	781	2	3	1	1
1	781	3	3	0	3
1	781	2	3	0	1
1	781	1	3	1	3
0	710	0	3	0	2
1	710	0	3	0	2
1	710	0	3	1	1
1	710	0	3	0	2
1	710	0	3	0	2
1	710	0	3	0	0
1	710	0	3	0	0
1	710	0	3	0	0
1	710	0	3	0	3
0	710	0	3	1	3
1	710	0	3	0	5
1	710	1	3	0	1
1	710	1	3	0	2
0	710	1	3	1	4
1	710	0	3	0	0
1	710	0	3	0	0
1	710	0	3	0	0
1	781	0	3	0	2
1	710	0	3	0	2
1	710	0	3	0	2
1	710	0	3	0	0
1	710	0	3	0	3
1	781	1	3	0	2
0	781	1	3	1	1
1	710	0	3	0	4
1	710	0	3	0	0
1	781	0	3	0	0
1	781	1	3	1	1
1	781	1	3	1	0
1	710	0	3	0	2
1	710	0	3	0	2
1	710	0	3	0	2
1	710	0	0	1	0
